index,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
254,106013687,MERRITT PERALTA INSTITUTE CDRH,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-869-8802,3012 SUMMIT STREET,OAKLAND,94609,DAVID D CLARK,24,24,11,0,0,0,0,0,0,6,68,1,4,79,0,0,0,0,0,0,0,73,657,14,23,767,0,0,0,0,0,0,0,0,527,2,28,557,0,0,0,0,0,0,225106,1630154,67284,28319,1950863,0,0,0,0,0,0,0,1113883,15045,28662,1157590,49710,0,0,0,0,0,0,0,208887,1109152,0,82329,0,0,0,42444,1492522,0,0,0,0,0,0,0,0,0,0,0,3573,1606838,0,5520,1615931,0,904707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,106340951,METHODIST HOSPITAL - SACRAMENTO,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Comparable,,916-423-3000,7500 HOSPITAL DRIVE,SACRAMENTO,95823,PHYLLIS BALTZ,329,329,329,506,516,302,890,0,0,50,308,12,14,2598,0,3927,4010,6565,8136,0,0,165,1243,25,274,24345,0,2336,1939,1073,7793,0,0,425,4498,329,2,18395,51161206,49595213,27191656,77975588,0,0,4934233,23529896,727785,487584,235603161,21807037,19059760,7181720,65199145,0,0,4426543,26790915,2050796,16583,146532499,1873326,59252779,56186730,27638825,119092324,-1480038,0,0,7812664,33800034,0,7947266,0,0,0,649159,312773069,161511,0,0,6506591,6668102,13263134,11578234,6516654,20984256,0,0,2041638,21251285,65624,329868,76030693,1066258,87526183,0,1088000,0,0,0,0,246331,95303924,0,0,0,0,0,0,0,0,0,0,0,0,0
256,106190958,METROPOLITAN STATE HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,921,State,State Hospitals,,562-863-7011,11401 BLOOMFIELD AVENUE,NORWALK,90650,WILLIAM SILVA,1106,911,911,29,0,0,0,0,0,76,0,0,194,299,0,23554,0,0,0,0,0,76,0,0,47652,71282,0,0,0,0,0,0,0,0,0,0,0,0,23163349,0,0,0,0,0,75227,0,0,46862615,70101191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23163349,0,0,0,0,0,75227,0,0,46862615,70101191,0,79943725,0,9842534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,106410852,MILLS-PENINSULA MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,San Mateo,04 - West Bay,427,Non Profit Corp.,Comparable,,650-696-5400,1501 TROUSDALE DRIVE,BURLINGAME,94010,JANET A. WAGNER,301,301,239,975,736,174,244,1,0,71,979,19,59,3258,0,5903,4696,1721,1556,8,0,382,4148,112,253,18779,0,3213,2306,356,3622,0,0,607,6653,354,635,17746,96343150,71441126,10853164,23929117,40827,0,5863975,61843911,1280551,3318570,274914391,79548663,54294887,2438443,24104418,0,0,7087655,113762332,2230237,3419064,286885699,2798876,141162930,105850613,12083318,41318790,0,27189,0,7696316,75807936,0,3510788,0,0,0,3215187,393471943,5183654,0,0,18564438,23748092,34405142,25041625,1179568,6714690,13638,0,5212918,117529873,0,1978785,192076239,1198239,172511256,0,3940871,0,0,0,0,2156322,404706123,0,0,0,0,0,0,0,0,0,0,0,0,0
258,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,905,Non Profit Corp.,Comparable,,818-787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,JAMES THEIRING,145,145,142,544,114,290,293,0,0,0,0,25,229,1495,0,3188,762,3197,2380,0,0,0,0,67,976,10570,0,937,184,479,566,0,0,0,0,77,279,2522,56302971,12824811,20055214,32043420,0,0,0,0,709440,19847387,141783243,12141884,2321810,5560412,6476069,0,0,0,0,221301,4849237,31570713,9338373,56405955,13687787,23478652,28789835,-2426483,0,0,0,0,0,930741,0,0,0,12834722,143039582,0,0,0,0,0,12038900,1458834,2136974,12156137,0,0,0,0,0,2523529,30314374,377444,35577722,0,-3538,0,0,0,0,149853,9601476,0,0,0,0,0,0,0,0,0,0,0,0,0
259,106254005,MODOC MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Modoc,01 - Northern California,201,City/County,Comparable,Rural,530-708-8800,1111 N. NAGLE ST,ALTURAS,96101,KEVIN KRAMER,58,58,57,40,1,1,22,0,0,11,0,0,1,76,20,252,6,355,3831,0,0,41,0,0,246,4731,4479,4047,34,66,3380,0,0,2611,0,0,349,10487,962363,5414,207133,2324472,0,0,153260,0,0,73301,3725943,3466416,49069,58141,2894348,0,0,1741678,0,0,336412,8546064,281812,2542813,31282,-140404,-2762203,0,0,0,984958,0,0,0,0,0,0,388298,1326556,0,64892,0,0,64892,1885966,23201,405677,8045915,0,0,909980,0,0,-260396,11010343,275047,9365152,0,-84917,0,0,0,0,792037,50154483,0,0,0,0,0,0,0,0,0,0,0,0,0
260,106190541,MONROVIA MEMORIAL HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,913,Investor - Corp.,Comparable,,626-408-9800,323 SOUTH HELIOTROPE AVENUE,MONROVIA,91016,RON KUPFERSTEIN,49,49,49,67,0,0,0,0,0,11,0,0,0,78,67,1832,0,0,0,0,0,56,0,0,0,1888,1832,0,0,0,0,0,0,12,0,0,0,12,26567276,0,0,0,0,0,2136629,0,0,0,28703905,0,0,0,0,0,0,86920,0,0,0,86920,0,22600217,0,0,0,0,0,0,1839206,0,0,0,0,0,0,0,24439423,0,0,0,0,0,3967058,0,0,0,0,0,384344,0,0,0,4351402,0,4481540,0,130366,0,0,0,0,13848,5817187,0,0,0,0,0,0,0,0,0,0,0,0,0
261,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,San Bernardino,12 - Inland Counties,1207,Investor - Corp.,Comparable,,909-625-5411,5000 SAN BERNARDINO STREET,MONTCLAIR,91763,GAIL AVIADO,106,106,106,138,131,98,279,0,0,52,6,36,10,750,0,634,575,390,973,0,0,147,11,36,48,2814,0,257,391,641,3986,0,0,758,43,32,368,6476,8287120,8275281,5747314,14094775,0,0,2271951,156922,10081,869104,39712548,1542310,2984328,2605419,16046254,0,0,3273839,233189,121518,1635300,28442157,2288517,7259442,8950329,7399451,26549380,-739734,0,0,2891542,108404,0,131599,0,0,0,178762,55017692,0,0,0,0,0,2569987,2309280,1693015,3591649,0,0,2654248,281708,0,37126,13137013,47084,12661797,0,0,0,0,0,0,394565,36504958,0,0,0,0,0,0,0,0,0,0,0,0,0
262,106190547,MONTEREY PARK HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,913,Investor - Corp.,Comparable,,626-570-9000,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754-4780,PHILIP COHEN,101,101,44,152,218,41,312,0,0,2,45,2,2,774,0,934,1160,355,1251,0,0,19,187,10,12,3928,0,351,523,425,2946,0,0,79,759,8,196,5287,19764487,23411429,6315059,24195471,0,0,146630,4194414,168928,164608,78361026,4839312,7402274,3706872,31118671,0,0,1056061,10028390,121907,725074,58998561,766015,22046237,28131324,9578788,52620259,-1136110,0,0,954875,11319254,0,290835,0,0,0,4047,124575524,0,9883317,0,0,9883317,2557562,2682378,1579253,12577201,0,0,247816,2903550,0,119620,22667380,48676,23455267,0,293364,0,0,0,0,66290,1548710,0,0,0,0,0,0,0,0,0,0,0,0,0
263,106190552,MOTION PICTURE AND TELEVISION HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,905,Non Profit Corp.,Comparable,,818-876-1180,23388 MULHOLLAND DRIVE,WOODLAND HILLS,91364,BOB BEITCHER,277,206,193,13,0,9,0,0,0,0,22,0,11,55,0,224,0,6008,0,0,0,0,584,0,9665,16481,0,0,0,0,0,0,0,0,0,0,0,0,859993,0,4696593,0,0,0,0,1661921,0,2430151,9648658,0,0,0,0,0,0,0,0,0,0,0,0,105890,0,301872,0,0,0,0,0,952959,0,0,0,0,0,686148,2046869,0,0,0,0,0,754103,0,4394721,0,0,0,0,708961,0,1744004,7601789,264649,15778781,0,6300915,0,0,0,0,120837,18178343,0,0,0,0,0,0,0,0,0,0,0,0,0
264,106361266,MOUNTAINS COMMUNITY HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,San Bernardino,12 - Inland Counties,1209,District,Comparable,Rural,909-336-4730,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,MARK TURNER,37,37,28,12,18,5,14,0,0,3,8,0,0,60,8,48,93,175,1573,0,0,10,78,0,0,1977,1831,1004,675,1177,2012,0,0,65,1012,1,214,6160,662484,424910,236498,1449628,0,0,94491,314498,0,0,3182509,1558788,1441144,764081,2788169,0,0,207222,2264169,10195,170875,9204643,130000,1093681,1269548,-1281884,-1841055,-116809,0,0,146734,1043744,0,34108,0,0,0,54169,532236,0,0,0,0,0,1127591,596506,2399272,6078852,0,0,154979,1407010,0,90706,11854916,77202,8591546,0,1426641,0,0,0,0,453758,16991980,0,0,0,0,0,0,0,0,0,0,0,0,0
265,106281266,NAPA STATE HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Napa,03 - North Bay,407,State,State Hospitals,,707-253-5000,2100 NAPA-VALLEJO HIGHWAY,NAPA,94558,FRANK TURLEY,1418,1218,1218,50,0,0,0,0,0,60,0,0,113,223,0,75125,0,0,0,0,0,140,0,0,24661,99926,0,0,0,0,0,0,0,0,0,0,0,0,51019752,0,0,0,0,0,94880,0,0,16747819,67862451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,51019752,0,0,0,0,0,94843,0,0,16747819,67862414,0,111307856,0,43445442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,106274043,NATIVIDAD MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Monterey,08 - Mid-Coast,705,City/County,Comparable,,831-755-4111,1441 CONSTITUTION BOULEVARD,SALINAS,93906,CHARLES HARRIS,172,168,168,511,0,337,955,0,0,356,0,1,15,2175,0,3726,0,1636,3893,0,0,1727,0,5,33,11020,0,6797,0,4378,23466,0,0,8396,0,99,2446,45582,68399875,0,28701822,85096950,0,0,41845783,0,104119,1052602,225201151,16176370,0,11194702,55830296,0,0,26163285,0,476289,3751375,113592317,4179927,67893436,0,33659467,115975241,-4511361,0,0,38403701,0,0,784937,0,0,0,0,256385348,0,0,0,0,0,16682809,0,10748418,24952006,0,0,29605366,0,0,419521,82408120,12894464,100135934,0,1497667,0,0,0,0,2599259,124441851,0,0,0,0,0,0,0,0,0,0,0,0,0
267,106514033,NORTH VALLEY BEHAVIORAL HEALTH - PHF,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Sutter,02 - Golden Empire,227,Investor - Corp.,Psychiatric Health Facilities,,530-790-2520,1535 Plumas Court,Yuba City,95993,ARNE HYSON,16,16,16,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,1425,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412023,1412023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412023,1412023,0,1456551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,106481357,NORTHBAY MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Solano,03 - North Bay,408,Non Profit Corp.,Comparable,,707-646-5000,1200 B. GALE WILSON BLVD.,FAIRFIELD,94533,B KONARD JONES,204,204,204,902,309,133,822,0,0,312,49,0,28,2555,0,4857,1871,626,3764,0,0,1373,153,0,100,12744,0,27404,6308,2195,21660,0,0,30544,10492,16,977,99596,225553673,87266924,26240011,170845656,0,0,63733070,7488501,0,8014236,589142071,157393650,52322867,15530850,151442886,0,0,99213801,32391569,34272,9337824,517667719,2641618,351879960,130205029,43486735,295225134,-1008806,0,0,96727939,40955725,0,7777974,0,0,0,1715328,969606636,0,18104341,0,9785039,27889380,30578088,9236963,-1655119,45449328,0,0,65176061,8572221,0,7734992,165092534,4657517,177565913,0,9134712,0,0,0,0,848009,318164216,0,0,0,0,0,0,0,0,0,0,4273424,1310788,6928530
269,106141273,NORTHERN INYO HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Inyo,12 - Inland Counties,1203,District,Comparable,Rural,760-873-5811,150 PIONEER LANE,BISHOP,93514,STEPHEN DELROSSI,25,25,25,82,7,17,45,0,0,59,0,0,7,217,0,278,29,55,80,0,0,110,0,0,12,564,0,8421,652,1083,4454,0,0,11030,0,13,779,26432,4028673,244497,873586,1752448,0,0,2386024,0,0,253273,9538501,16117947,1003038,1722772,6051895,0,0,14815817,0,80281,647761,40439511,1548174,9326918,751517,1814426,6837251,0,0,0,5205588,0,0,80281,0,0,0,65668,25629823,0,0,0,0,0,10635183,453398,563559,626233,0,0,11528864,0,0,540952,24348189,7623,30954968,0,8302651,0,0,0,0,53629,76851499,0,0,0,0,0,0,0,0,0,0,0,0,0
270,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,905,Non Profit Corp.,Comparable,,818-885-8500,18300 ROSCOE BOULEVARD,NORTHRIDGE,91325,PAUL WATKINS,394,394,242,875,774,330,828,0,0,62,741,23,46,3679,0,4964,4435,2322,4060,0,0,335,3555,32,109,19812,0,3461,2282,1416,6755,0,0,519,4110,1042,2476,22061,154495574,141047785,66401492,125365912,0,0,11186940,73736139,357829,1248140,573839811,54982164,33103424,11734287,62307992,0,0,6864785,74692828,4645151,19110323,267440954,1950627,183577677,145947459,65029126,166726577,0,0,0,14545263,103102463,0,17098402,0,0,0,29420425,727398019,289624,0,0,0,289624,24421987,22389444,9900677,13678654,0,0,3181481,41361009,-1206152,445270,114172370,2632392,119774488,0,2248170,0,0,0,0,1344472,210495185,0,0,0,0,0,0,0,0,0,0,0,0,0
271,106214034,NOVATO COMMUNITY HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Marin,04 - West Bay,405,Non Profit Corp.,Comparable,,415-209-1300,180 ROWLAND WAY,NOVATO,94945,DANIEL PETERSON,47,47,28,297,64,18,55,0,0,10,51,8,0,503,0,1208,294,82,309,0,0,27,171,27,0,2118,0,2188,501,203,1622,1,1,202,1505,53,166,6442,22621293,5129490,1380578,3747071,0,0,807988,5139638,261859,0,39087917,19584723,4445062,1263147,11129815,2768,3511,1979128,13434205,343973,1018546,53204878,669077,33603009,7551316,2385001,12671096,0,2614,3333,2034562,7183326,0,605832,0,0,0,170701,66879867,0,0,0,0,0,8487332,2023236,248493,2205771,154,178,752554,11300362,0,394848,25412928,85225,22884483,0,360998,0,0,0,0,834977,39286157,0,0,0,0,0,0,0,0,0,0,0,0,0
272,106500967,OAK VALLEY HOSPITAL DISTRICT,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Stanislaus,06 - North San Joaquin,511,District,Comparable,Rural,209-848-4102,350 SOUTH OAK STREET,OAKDALE,95361,JOHN J MCCORMICK,150,150,144,87,44,12,39,0,0,11,0,0,1,194,0,727,277,2760,3433,0,0,69,0,0,31,7297,0,2914,1011,1876,14742,0,0,3571,255,466,1513,26348,3821576,2397674,2559867,4089175,0,0,682860,0,0,19272,13570424,5067668,3618414,2786782,17006351,0,0,5192841,1258770,167530,906868,36005224,784043,7740892,5122744,2795024,11670288,0,0,0,1558820,1143729,0,167530,0,0,0,73301,31056371,0,0,0,18983,18983,1148352,893344,2551625,9425238,0,0,4316881,134024,0,68796,18538260,3577585,20830028,0,705154,0,0,0,0,102834,59494726,0,0,0,0,0,0,0,0,0,0,0,0,0
273,106198495,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,933,Investor - Corp.,Psychiatric Health Facilities,,562-304-1740,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,90806,JACK STEPHENS,39,39,31,91,14,0,0,0,0,86,37,0,9,237,0,1422,169,0,0,0,0,762,324,0,58,2735,0,0,0,0,0,0,0,0,0,0,0,0,1990800,236600,0,0,0,0,1066800,453600,0,81200,3829000,0,0,0,0,0,0,0,0,0,0,0,35095,430081,51114,0,0,0,0,0,230465,97993,0,0,0,0,0,17542,862290,0,0,0,0,0,1542472,183318,0,0,0,0,826557,351449,0,62914,2966710,0,3602440,0,200000,0,0,0,0,332343,1213700,0,0,0,0,0,0,0,0,0,0,0,0,0
274,106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Orange,13 - Orange,1015,Investor - Corp.,Comparable,,714-953-3500,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,PETER BARONOFF,228,228,228,391,397,300,1155,0,0,80,289,0,82,2694,0,2876,2581,1330,3732,0,0,324,1117,0,246,12206,0,678,969,1049,4244,0,0,281,1088,0,573,8882,38608681,36990457,17507009,60405376,0,0,6483373,21050131,0,4954929,185999956,4959070,8414046,6931757,28137847,0,0,3176591,10698339,0,3927809,66245459,120438,33069749,34463921,18550047,67280779,-1221590,0,0,7332317,24098419,0,318464,0,0,0,6621933,190634477,0,0,0,0,0,10498002,10940583,7110308,21262444,0,0,2327646,7650051,0,1821904,61610938,119981,58447212,1539610,0,0,0,0,0,1708467,17534259,0,0,0,0,0,0,0,0,0,0,0,0,0
275,106040802,ORCHARD HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Butte,01 - Northern California,221,Non Profit Corp.,Comparable,Rural,530-846-5671,240 SPRUCE STREET,GRIDLEY,95948,STEVE LEE STARK,106,24,18,73,0,0,37,0,0,8,0,0,0,118,0,860,0,0,288,0,0,31,0,0,0,1179,0,7047,0,1794,11243,0,0,5002,0,0,1188,26274,3817975,0,0,1583590,0,0,253571,0,0,0,5655136,4789057,0,1207391,8311854,0,0,3082044,0,0,718827,18109173,354054,4988491,0,1124168,7949641,-21875,0,0,3126613,0,0,0,0,0,0,79197,17600289,0,0,0,0,0,3618541,0,99383,1951519,0,0,208872,0,0,285705,6164020,117842,7182179,1084045,483535,0,0,0,0,37553,3298464,0,0,0,0,0,0,0,0,0,0,0,29023,2397130
276,106040937,OROVILLE HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Butte,01 - Northern California,221,Non Profit Corp.,Comparable,,530-532-8500,2767 OLIVE HIGHWAY,OROVILLE,95966,ROBERT WENTZ,153,153,153,1059,273,191,782,0,0,276,69,1,19,2670,213,4534,1317,657,2517,0,0,885,193,4,48,10155,10086,62299,12836,6005,60647,0,283,10334,28868,156,5729,187157,51143473,13818032,6285400,33012846,0,0,11363346,2984652,41615,439405,119088769,61000424,14915865,4266291,49309186,0,388459,27116578,8888513,141824,3958935,169986075,173724,87449319,21577110,8090515,48723005,-862066,0,314978,22930740,4477658,0,191202,-21853,0,0,1494095,194538427,0,0,0,0,0,24694578,7156787,3323242,33599027,0,73481,15549184,7289822,14090,2836206,94536417,1758925,97145234,16296086,895506,0,0,0,0,11091376,235167174,0,0,0,0,0,0,0,0,0,0,4588971,1734519,8684049
277,106331226,PACIFIC GROVE HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Riverside,12 - Inland Counties,1111,Investor - Corp.,Comparable,,951-330-3649,5900 BROCKTON AVENUE,RIVERSIDE,92506,STEVE HYTRY,68,68,68,77,108,46,302,0,0,126,47,0,0,706,0,843,968,340,2152,0,0,913,331,0,0,5547,0,102,345,0,0,0,0,629,319,0,0,1395,2039324,2346824,821293,5197659,0,0,2211286,801682,0,0,13418068,85236,283895,0,0,0,0,385759,197184,0,0,952074,8535,1209571,1482204,405540,2990877,0,0,0,1673449,547769,0,125644,0,0,0,0,8443589,0,0,0,0,0,914989,1148515,290109,2198247,0,0,923596,451097,0,0,5926553,1006,5157346,0,1006,0,0,0,0,586367,10843259,0,0,0,0,0,0,0,0,0,0,0,0,0
278,106190696,PACIFICA HOSPITAL OF THE VALLEY,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,907,Investor - Corp.,Comparable,,818-767-3310,9449 SAN FERNANDO ROAD,SUN VALLEY,91352,PRECIOUS MAYES,231,231,231,126,52,622,102,0,0,20,53,0,19,994,0,911,319,6111,3340,0,0,311,835,0,125,11952,0,125,73,455,698,0,0,76,328,0,185,1940,3712458,1929910,16196187,11099105,0,0,1511387,977900,0,353797,35780744,434255,537946,1094139,3657264,0,0,357383,615726,0,428035,7124748,491945,2047934,1813909,9828773,4496101,-1923716,0,0,1010433,750250,0,0,0,0,0,196137,18711766,0,0,0,0,0,2098780,653948,7461551,12183984,0,0,858336,843377,0,93750,24193726,1649112,24987191,1215729,8,0,0,0,0,504864,16015059,0,0,0,0,0,0,0,0,0,0,0,0,0
279,106196405,PALMDALE REGIONAL MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,901,Investor - Corp.,Comparable,,661-382-5000,38600 MEDICAL CENTER DRIVE,PALMDALE,93551,NANA DEEB,184,184,184,478,509,118,789,0,0,70,272,0,28,2264,0,3117,2759,611,3575,0,0,376,1002,0,158,11598,0,1511,1695,1408,11960,0,0,908,3060,148,973,21663,88119547,85361218,19381837,108988164,0,0,9769040,38705405,0,2473926,352799137,29965108,54174203,17539297,142802003,0,0,15914949,67544556,570078,10705968,339216162,4666015,106796638,125578923,34147857,234093237,0,0,0,22296987,100145346,0,786258,0,0,0,6099533,634610794,0,0,0,0,0,10491814,13015661,2524331,15599196,0,0,3213824,5388209,179975,6991495,57404505,192725,66026246,0,49931,0,0,0,0,3175821,162246580,0,0,0,0,0,0,0,0,0,0,0,0,0
280,106331288,PALO VERDE HOSPITAL,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,Riverside,12 - Inland Counties,1101,District,Comparable,Rural,760-921-4115,250 NORTH FIRST STREET,BLYTHE,92225,SANDRA ANAYA,25,25,12,15,9,1,8,0,0,10,2,0,0,45,0,55,37,5,38,0,0,42,4,0,0,181,0,859,234,105,1312,0,0,681,405,0,239,3835,443211,308963,58477,328062,0,0,359811,36639,0,0,1535163,2678435,1184214,288471,3211819,0,0,2258327,933874,0,753941,11309081,569544,2676999,1346634,201090,1776036,0,0,0,1588010,685930,0,17178,0,0,0,97340,8958761,0,0,0,0,0,444647,146543,145858,1763845,0,0,1030128,284583,0,69879,3885483,1207,5494188,0,203906,0,0,0,0,343757,4297449,0,0,0,0,0,0,0,0,0,0,0,0,0
281,106374382,PALOMAR MEDICAL CENTER,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,San Diego,14 - San Diego/Imperial,1412,District,Comparable,,760-739-3000,2185 W. CITRACADO PARKWAY,ESCONDIDO,92029,DIANE HANSEN,286,280,270,1078,1303,497,1695,0,0,424,1018,103,27,6145,0,4810,6591,1807,5628,0,0,1623,3085,366,151,24061,0,9220,9911,1936,9995,0,0,2760,7843,1881,146,43692,136924189,179962362,26994628,119759979,0,0,63502238,82500036,16625371,4650330,630919133,60996364,86368880,12936596,78096050,0,0,34512535,82109207,16002288,5998725,377020645,20761904,172977821,234816095,33558795,186608724,0,0,0,72333257,118584588,0,7938947,0,0,0,0,847580131,13945894,0,0,7201598,21147492,24942732,45461041,6372429,11247305,0,0,31121422,62362210,0,0,181507139,1169947,160021963,0,6392331,0,0,0,0,4644393,869446680,0,0,0,0,0,0,0,0,0,0,0,0,0
282,106370977,PALOMAR MEDICAL CENTER POWAY,20231,2023-01-01 0:00:00,2023-03-31 0:00:00,Open,San Diego,14 - San Diego/Imperial,1412,District,Comparable,,858-613-4000,15615 POMERADO ROAD,POWAY,92064,DIANE HANSEN,236,211,192,491,353,75,326,0,0,250,235,31,0,1761,152,3808,2804,1349,6104,0,0,868,704,68,0,15705,9726,3964,3358,507,3164,0,0,2322,4131,324,0,17770,48353464,32259834,6190520,28840420,0,0,12162919,12412704,1512784,0,141732645,28587072,23654746,3806466,25385709,0,0,18371746,26028977,3182248,0,129016964,4800190,68176185,48608308,4679211,44733060,0,0,0,21435504,22057997,0,1419377,0,0,0,130860,216040692,4647693,0,0,2400048,7047741,8764351,11953965,5317775,9493069,0,0,8289874,17937624,0,0,61756658,135752,55284431,0,1899057,0,0,0,0,176649,64257860,0,0,0,0,0,0,0,0,0,0,0,0,0
